geoname_id,country,region
2998975,FR,A8
2999013,FR,A3
2999020,FR,A8
2999031,FR,A2
2999040,FR,A8
2999071,FR,A2
2999089,FR,A2
2999099,FR,A8
2999103,FR,B5
2999112,FR,A2
2999137,FR,A2
2999186,FR,A8
2999203,FR,A2
2999236,FR,B5
2999240,FR,A3
2999281,FR,A8
2999408,FR,B5
2999412,FR,A3
2999485,FR,B5
2999492,FR,A3
2999572,FR,B5
2999573,FR,B5
2999683,FR,B5
2999725,FR,B5
2999825,FR,B5
2999908,FR,B5
2999971,FR,B5
3000060,FR,A8
3000090,FR,A2
3000117,FR,A8
3000174,FR,A2
3000192,FR,A8
3000246,FR,A3
3000268,FR,A8
3000446,FR,B5
3000491,FR,A8
3000602,FR,A8
3000606,FR,A2
3000642,FR,A3
3000648,FR,B5
3001003,FR,A2
3001020,FR,A2
3001021,FR,A2
3001109,FR,A3
3001126,FR,A8
3001130,FR,B5
3001134,FR,B5
3001157,FR,B5
3001184,FR,A8
3001308,FR,B5
3001339,FR,A2
3001386,FR,B5
3001402,FR,A8
3001452,FR,A8
3001504,FR,B5
3001586,FR,B5
3001698,FR,B5
3001726,FR,A8
3001817,FR,A3
3001822,FR,A3
3002191,FR,B5
3002199,FR,A3
3002208,FR,A2
3002346,FR,B5
3002351,FR,A2
3002373,FR,A2
3002383,FR,A3
3002401,FR,A8
3002484,FR,A3
3002499,FR,A8
3002534,FR,B5
3002536,FR,A2
3002547,FR,A8
3002620,FR,B5
3002626,FR,A3
3002647,FR,A8
3002650,FR,A8
3002654,FR,A8
3002659,FR,A8
3002673,FR,A3
3002679,FR,A8
3002782,FR,B5
3002787,FR,B5
3002789,FR,B5
3002808,FR,A8
3002811,FR,B5
3002911,FR,A2
3002954,FR,A2
3002961,FR,B5
3002965,FR,A8
3002967,FR,A8
3002981,FR,B5
3002984,FR,A8
3003042,FR,B5
3003045,FR,A2
3003111,FR,A2
3003173,FR,A2
3003332,FR,A2
3003359,FR,A8
3003375,FR,A8
3003392,FR,B5
3003415,FR,A8
3003440,FR,A2
3003446,FR,A3
3003447,FR,A3
3003481,FR,A8
3003510,FR,B5
3003514,FR,B5
3003586,FR,B5
3003603,FR,B5
3003629,FR,A3
3003639,FR,A3
3003647,FR,B5
3003653,FR,B5
3003656,FR,B5
3003657,FR,A3
3003661,FR,B5
3003662,FR,A2
3003672,FR,B5
3003690,FR,B5
3003726,FR,B5
3003730,FR,B5
3003737,FR,A8
3003740,FR,A2
3003775,FR,B5
3003777,FR,A2
3003782,FR,A2
3003784,FR,A2
3003869,FR,A2
3003877,FR,A2
3003884,FR,A3
3003957,FR,A3
3003986,FR,B5
3004067,FR,A2
3004096,FR,B5
3004098,FR,B5
3004114,FR,B5
3004119,FR,B5
3004138,FR,B5
3004222,FR,A2
3004224,FR,A2
3004254,FR,A2
3004258,FR,B5
3004303,FR,A2
3004304,FR,A2
3004306,FR,A2
3004321,FR,A2
3004416,FR,A2
3004418,FR,B5
3004444,FR,A2
3004464,FR,A8
3004471,FR,A3
3004513,FR,A2
3004564,FR,A2
3004567,FR,B5
3004630,FR,A8
3004663,FR,A8
3004698,FR,A8
3004703,FR,A3
3004763,FR,B5
3004813,FR,B5
3004880,FR,A2
3004905,FR,B5
3005028,FR,B5
3005076,FR,B5
3005082,FR,A8
3005099,FR,B5
3005104,FR,A3
3005131,FR,A3
3005202,FR,A2
3005269,FR,A8
3005270,FR,A3
3005282,FR,B5
3005308,FR,B5
3005363,FR,A3
3005394,FR,A2
3005522,FR,A2
3005524,FR,A8
3005540,FR,A3
3005639,FR,A8
3005640,FR,B5
3005659,FR,A3
3005727,FR,B5
3005763,FR,B5
3005764,FR,B5
3005765,FR,B5
3005844,FR,A8
3005866,FR,B5
3005867,FR,A2
3005930,FR,A2
3005982,FR,A2
3006015,FR,B5
3006090,FR,B5
3006136,FR,A2
3006137,FR,A2
3006138,FR,A2
3006160,FR,A8
3006183,FR,B5
3006189,FR,A3
3006196,FR,B5
3006285,FR,B5
3006321,FR,B5
3006330,FR,B5
3006348,FR,A2
3006349,FR,A2
3006378,FR,A3
3006380,FR,B5
3006438,FR,A3
3006444,FR,B5
3006454,FR,B5
3006517,FR,A3
3006640,FR,B5
3006679,FR,B5
3006738,FR,B5
3006739,FR,B5
3006755,FR,A8
3006767,FR,B5
3006790,FR,A8
3006796,FR,A2
3006876,FR,A2
3006877,FR,A2
3006928,FR,A3
3006929,FR,A2
3006978,FR,B5
3006999,FR,B5
3007004,FR,B5
3007017,FR,A8
3007041,FR,A8
3007044,FR,B5
3007048,FR,A3
3007094,FR,B5
3007097,FR,B5
3007101,FR,A8
3007102,FR,A8
3007138,FR,B5
3007144,FR,A2
3007174,FR,B5
3007195,FR,B5
3007213,FR,B5
3007215,FR,B5
3007259,FR,B5
3007262,FR,B5
3007263,FR,A8
3007264,FR,B5
3007394,FR,A3
3007436,FR,B5
3007481,FR,A2
3007488,FR,A2
3007489,FR,A2
3007491,FR,A2
3007494,FR,A2
3007496,FR,A2
3007516,FR,A2
3007532,FR,A3
3007552,FR,A2
3007553,FR,A2
3007570,FR,A2
3007582,FR,A8
3007609,FR,A2
3007610,FR,A2
3007618,FR,A3
3007628,FR,A2
3007635,FR,A2
3007636,FR,A2
3007638,FR,A2
3007639,FR,A2
3007641,FR,A2
3007643,FR,A2
3007648,FR,A2
3007652,FR,A2
3007655,FR,A2
3007663,FR,A2
3007666,FR,A2
3007668,FR,A2
3007672,FR,A2
3007675,FR,A2
3007681,FR,A2
3007685,FR,A2
3007687,FR,A2
3007689,FR,A2
3007690,FR,A3
3007692,FR,A2
3007695,FR,A2
3007696,FR,A2
3007717,FR,A3
3007729,FR,A3
3007731,FR,A3
3007736,FR,A2
3007739,FR,A2
3007794,FR,A2
3007803,FR,A2
3007804,FR,A2
3007806,FR,A2
3007807,FR,A2
3007818,FR,A2
3007841,FR,B5
3007842,FR,A2
3007854,FR,B5
3007856,FR,A2
3007858,FR,A2
3007873,FR,B5
3007874,FR,A2
3007878,FR,B5
3007881,FR,A3
3007883,FR,A2
3007885,FR,A2
3007898,FR,A2
3007902,FR,A2
3007919,FR,A2
3007971,FR,A2
3007972,FR,A2
3007973,FR,A2
3008020,FR,A3
3008024,FR,A2
3008052,FR,B5
3008096,FR,B5
3008120,FR,B5
3008133,FR,B5
3008140,FR,A2
3008157,FR,B5
3008177,FR,A3
3008185,FR,B5
3008186,FR,B5
3008189,FR,B5
3008192,FR,A2
3008204,FR,A3
3008225,FR,A2
3008256,FR,A2
3008281,FR,B5
3008330,FR,A2
3008393,FR,A5
3008418,FR,A3
3008542,FR,A2
3008571,FR,B5
3008576,FR,B5
3008599,FR,B5
3008639,FR,B5
3008662,FR,A3
3008665,FR,A2
3008668,FR,B5
3008683,FR,A2
3008685,FR,B5
3008705,FR,A8
3008769,FR,A8
3008789,FR,A2
3008809,FR,B5
3008820,FR,B5
3008854,FR,B5
3008856,FR,A3
3008857,FR,A2
3008858,FR,A3
3008884,FR,B5
3008901,FR,A2
3008909,FR,B5
3009038,FR,A2
3009071,FR,A8
3009123,FR,A8
3009125,FR,B5
3009153,FR,B5
3009168,FR,B5
3009169,FR,A8
3009171,FR,A8
3009239,FR,A2
3009256,FR,A8
3009266,FR,A2
3009290,FR,A3
3009325,FR,B5
3009352,FR,A2
3009390,FR,A2
3009397,FR,A2
3009438,FR,B5
3009443,FR,B5
3009477,FR,A3
3009481,FR,A8
3009483,FR,A3
3009484,FR,A3
3009490,FR,A8
3009494,FR,B5
3009496,FR,A8
3009505,FR,B5
3009513,FR,B5
3009516,FR,B5
3009638,FR,A3
3009639,FR,A2
3009693,FR,A3
3009705,FR,B5
3009728,FR,B5
3009729,FR,A2
3009734,FR,A8
3009798,FR,A2
3009824,FR,A8
3009905,FR,B5
3009927,FR,B5
3010038,FR,A2
3010040,FR,B5
3010044,FR,B5
3010154,FR,A3
3010161,FR,B5
3010181,FR,B5
3010213,FR,A3
3010226,FR,A2
3010228,FR,B5
3010235,FR,A3
3010237,FR,B5
3010239,FR,A8
3010254,FR,A3
3010260,FR,B5
3010265,FR,A3
3010266,FR,A2
3010277,FR,B5
3010278,FR,B5
3010288,FR,A8
3010303,FR,A3
3010312,FR,B5
3010315,FR,A8
3010316,FR,A2
3010317,FR,A8
3010318,FR,B5
3010320,FR,A3
3010321,FR,B5
3010322,FR,B5
3010329,FR,B5
3010335,FR,A2
3010354,FR,A2
3010357,FR,B5
3010368,FR,B5
3010369,FR,A2
3010377,FR,A3
3010378,FR,B5
3010381,FR,B5
3010386,FR,A2
3010396,FR,B5
3010413,FR,B5
3010414,FR,B5
3010453,FR,A3
3010483,FR,B5
3010523,FR,A8
3010529,FR,A8
3010531,FR,A8
3010536,FR,A3
3010672,FR,A3
3010717,FR,B5
3010726,FR,B5
3010854,FR,A2
3010928,FR,A3
3010989,FR,B5
3010990,FR,B5
3011000,FR,B5
3011010,FR,B5
3011090,FR,B5
3011093,FR,B5
3011181,FR,B5
3011185,FR,B5
3011187,FR,B5
3011188,FR,A3
3011332,FR,B5
3011402,FR,B5
3011506,FR,A2
3011540,FR,A2
3011563,FR,A2
3011618,FR,A2
3011624,FR,A2
3011639,FR,A2
3011652,FR,A2
3011675,FR,A2
3011686,FR,A2
3011789,FR,A2
3011819,FR,A2
3011833,FR,A2
3011899,FR,A2
3011978,FR,A8
3011988,FR,A8
3012007,FR,B5
3012019,FR,A3
3012047,FR,A3
3012053,FR,B5
3012072,FR,B5
3012073,FR,B5
3012078,FR,A8
3012099,FR,A8
3012120,FR,B5
3012137,FR,B5
3012155,FR,A8
3012161,FR,A3
3012162,FR,A8
3012163,FR,A8
3012165,FR,A8
3012170,FR,A3
3012216,FR,A3
3012217,FR,B5
3012234,FR,A8
3012236,FR,A8
3012247,FR,A8
3012248,FR,A2
3012250,FR,A3
3012313,FR,A8
3012352,FR,A8
3012399,FR,A2
3012425,FR,A8
3012435,FR,A3
3012447,FR,B5
3012453,FR,A3
3012483,FR,A3
3012484,FR,B5
3012495,FR,A2
3012497,FR,A8
3012499,FR,A8
3012501,FR,A3
3012502,FR,A3
3012506,FR,B5
3012526,FR,A8
3012533,FR,A3
3012545,FR,A3
3012549,FR,B5
3012566,FR,A8
3012587,FR,A8
3012589,FR,A3
3012621,FR,A8
3012626,FR,A3
3012633,FR,A8
3012638,FR,A8
3012649,FR,A8
3012655,FR,A3
3012656,FR,A8
3012676,FR,B5
3012732,FR,A2
3012738,FR,A2
3012759,FR,A2
3012778,FR,A2
3012780,FR,A3
3012781,FR,A3
3012783,FR,B5
3012860,FR,A2
3012874,FR,A8
3012889,FR,A8
3012905,FR,A2
3012911,FR,A3
3013006,FR,A3
3013007,FR,A3
3013011,FR,A3
3013026,FR,A2
3013045,FR,A3
3013097,FR,A8
3013120,FR,A8
3013176,FR,A8
3013202,FR,A3
3013232,FR,A8
3013263,FR,A2
3013283,FR,A2
3013385,FR,A3
3013404,FR,A8
3013427,FR,A8
3013452,FR,A8
3013457,FR,B5
3013477,FR,A8
3013484,FR,B5
3013496,FR,A3
3013504,FR,A2
3013510,FR,A3
3013514,FR,A2
3013521,FR,A2
3013527,FR,A2
3013535,FR,A2
3013536,FR,A2
3013538,FR,A2
3013564,FR,A2
3013596,FR,A2
3013638,FR,A3
3013766,FR,B5
3013926,FR,A8
3013956,FR,A8
3013971,FR,A2
3014001,FR,A3
3014121,FR,A3
3014143,FR,A8
3014150,FR,A2
3014181,FR,A2
3014192,FR,A2
3014196,FR,A2
3014208,FR,A2
3014209,FR,A2
3014212,FR,A2
3014213,FR,A2
3014221,FR,A2
3014236,FR,A2
3014238,FR,A2
3014239,FR,A2
3014244,FR,A3
3014249,FR,A3
3014255,FR,A2
3014261,FR,A8
3014274,FR,A2
3014279,FR,A2
3014280,FR,A2
3014286,FR,A3
3014291,FR,A3
3014292,FR,A8
3014294,FR,A2
3014303,FR,A2
3014304,FR,A2
3014305,FR,A2
3014313,FR,A8
3014351,FR,A8
3014365,FR,A2
3014367,FR,A8
3014369,FR,A2
3014370,FR,A2
3014391,FR,A8
3014392,FR,B5
3014393,FR,A2
3014398,FR,B5
3014402,FR,A2
3014403,FR,A2
3014418,FR,A2
3014420,FR,A2
3014421,FR,A2
3014430,FR,B5
3014454,FR,A3
3014484,FR,B5
3014513,FR,A3
3014517,FR,A5
3014526,FR,A8
3014540,FR,A8
3014549,FR,B5
3014574,FR,A3
3014575,FR,A3
3014579,FR,A2
3014600,FR,A8
3014608,FR,A3
3014646,FR,A8
3014671,FR,A8
3014672,FR,B5
3014683,FR,B5
3014697,FR,A8
3014700,FR,A8
3014772,FR,B5
3014789,FR,A8
3014898,FR,A3
3015017,FR,A8
3015125,FR,A2
3015305,FR,A2
3015422,FR,A2
3015423,FR,A3
3015434,FR,A2
3015463,FR,A8
3015484,FR,A8
3015490,FR,A8
3015491,FR,A3
3015507,FR,A8
3015520,FR,A2
3015522,FR,A2
3015523,FR,A2
3015561,FR,A8
3015563,FR,A8
3015596,FR,A2
3015601,FR,A2
3015602,FR,A2
3015614,FR,A2
3015625,FR,A2
3015629,FR,A8
3015635,FR,A2
3015642,FR,B5
3015657,FR,B5
3015658,FR,B5
3015672,FR,B5
3015689,FR,A8
3015721,FR,A2
3015722,FR,A2
3015725,FR,A8
3015727,FR,A8
3015800,FR,A2
3015821,FR,A2
3015879,FR,A3
3015900,FR,B5
3015914,FR,A3
3015915,FR,A5
3015945,FR,A8
3015959,FR,A3
3016078,FR,A8
3016085,FR,A3
3016097,FR,A3
3016101,FR,A3
3016133,FR,A5
3016152,FR,A2
3016162,FR,B5
3016163,FR,A8
3016166,FR,A2
3016167,FR,B5
3016175,FR,B5
3016220,FR,A8
3016292,FR,A8
3016306,FR,A3
3016321,FR,A8
3016330,FR,B5
3016412,FR,A3
3016493,FR,A2
3016527,FR,A3
3016568,FR,A3
3016612,FR,A2
3016621,FR,A8
3016622,FR,A8
3016675,FR,A8
3016688,FR,A3
3016690,FR,A8
3016733,FR,A8
3016745,FR,A8
3016750,FR,A3
3016828,FR,A2
3016830,FR,A8
3016847,FR,A2
3016882,FR,A3
3016890,FR,A5
3016918,FR,A8
3016925,FR,A3
3016942,FR,A8
3016947,FR,B5
3017003,FR,B5
3017052,FR,A3
3017106,FR,A3
3017166,FR,A8
3017178,FR,A8
3017181,FR,A3
3017189,FR,B5
3017190,FR,A3
3017197,FR,B5
3017208,FR,A8
3017219,FR,A8
3017286,FR,A3
3017336,FR,A3
3017338,FR,A3
3017341,FR,A8
3017382,FR,00
3017384,FR,A3
3017474,FR,A8
3017592,FR,A2
3017602,FR,A3
3017603,FR,A3
3017609,FR,A2
3017616,FR,B5
3017624,FR,A2
3017629,FR,A3
3017660,FR,A8
3017672,FR,A3
3017728,FR,A8
3017753,FR,A8
3017796,FR,B5
3017902,FR,A8
3017906,FR,A3
3017907,FR,A3
3017910,FR,A8
3017911,FR,A8
3017916,FR,A8
3017919,FR,A8
3017921,FR,B5
3017922,FR,A8
3017924,FR,A8
3017936,FR,A8
3017988,FR,A8
3018003,FR,A3
3018027,FR,A3
3018052,FR,A3
3018058,FR,B5
3018074,FR,A8
3018124,FR,A3
3018154,FR,A8
3018167,FR,A5
3018189,FR,A3
3018255,FR,A8
3018267,FR,A8
3018279,FR,A8
3018280,FR,A3
3018287,FR,A8
3018300,FR,A2
3018340,FR,A3
3018346,FR,B5
3018417,FR,A8
3018535,FR,A5
3018558,FR,A3
3018559,FR,A3
3018587,FR,A8
3018619,FR,A3
3018633,FR,A8
3018642,FR,A3
3018675,FR,A8
3018676,FR,A3
3018689,FR,A8
3018692,FR,A2
3018730,FR,B5
3018772,FR,A2
3018781,FR,B5
3018859,FR,B5
3018861,FR,A3
3018880,FR,A8
3018881,FR,A3
3018886,FR,A3
3018893,FR,A3
3018998,FR,B5
3019026,FR,A3
3019040,FR,A8
3019088,FR,B5
3019126,FR,A3
3019175,FR,A8
3019256,FR,A8
3019259,FR,B5
3019260,FR,A2
3019271,FR,A2
3019274,FR,A5
3019285,FR,A8
3019297,FR,A8
3019304,FR,B5
3019349,FR,B5
3019359,FR,A8
3019360,FR,A8
3019367,FR,A2
3019373,FR,A3
3019375,FR,A3
3019406,FR,A8
3019423,FR,A2
3019459,FR,A8
3019480,FR,A2
3019485,FR,A3
3019516,FR,A3
3019520,FR,A8
3019624,FR,A2
3019737,FR,A8
3019752,FR,A3
3019766,FR,B5
3019854,FR,A8
3019861,FR,A3
3019875,FR,A2
3019895,FR,B5
3019897,FR,A8
3019919,FR,B5
3019920,FR,A2
3019930,FR,A2
3019940,FR,A2
3019941,FR,A2
3019943,FR,A2
3019944,FR,B5
3019952,FR,A8
3019985,FR,A8
3019994,FR,A8
3020008,FR,A3
3020020,FR,A8
3020021,FR,A8
3020024,FR,A8
3020043,FR,A3
3020045,FR,B5
3020046,FR,B5
3020057,FR,A3
3020081,FR,A3
3020139,FR,B5
3020168,FR,A8
3020169,FR,A8
3020188,FR,A8
3020190,FR,A3
3020247,FR,A8
3020265,FR,A8
3020271,FR,A2
3020283,FR,A2
3020310,FR,A8
3020333,FR,A3
3020335,FR,A8
3020346,FR,A8
3020356,FR,A8
3020400,FR,B5
3020401,FR,A8
3020405,FR,A3
3020426,FR,A8
3020439,FR,B5
3020440,FR,A8
3020454,FR,B5
3020462,FR,B5
3020493,FR,A8
3020601,FR,A8
3020621,FR,B5
3020678,FR,A3
3020680,FR,A3
3020696,FR,B5
3020712,FR,A8
3020730,FR,A3
3020770,FR,A3
3020792,FR,A8
3020793,FR,A8
3020807,FR,A3
3020810,FR,A3
3020820,FR,B5
3020828,FR,B5
3020832,FR,A8
3020839,FR,A8
3020847,FR,B5
3020879,FR,A8
3020881,FR,A3
3020925,FR,A8
3020926,FR,A2
3020964,FR,B5
3020968,FR,A8
3020983,FR,A3
3020996,FR,A2
3021032,FR,A8
3021045,FR,A3
3021077,FR,A3
3021080,FR,A8
3021093,FR,B5
3021124,FR,B5
3021141,FR,A2
3021150,FR,A8
3021191,FR,B5
3021235,FR,A2
3021240,FR,A2
3021243,FR,A3
3021248,FR,A2
3021254,FR,B5
3021264,FR,A2
3021272,FR,B5
3021315,FR,B5
3021328,FR,A2
3021335,FR,A3
3021348,FR,A2
3021349,FR,A2
3021351,FR,A2
3021356,FR,A2
3021363,FR,A3
3021378,FR,A3
3021406,FR,A3
3021458,FR,A3
3021462,FR,A8
3021509,FR,B5
3021516,FR,A8
3021536,FR,A3
3021542,FR,B5
3021552,FR,B5
3021570,FR,A3
3021579,FR,A3
3021601,FR,B5
3021671,FR,A8
3021688,FR,B5
3021706,FR,A3
3021747,FR,A2
3021749,FR,B5
3021750,FR,A3
3021758,FR,A8
3021775,FR,A3
3021777,FR,A3
3021793,FR,B5
3021806,FR,A8
3021844,FR,A8
3021847,FR,A8
3021848,FR,A8
3021851,FR,A3
3021852,FR,A8
3021861,FR,A2
3021926,FR,A8
3021930,FR,A3
3021943,FR,A3
3021995,FR,A3
3022009,FR,B5
3022068,FR,B5
3022136,FR,B5
3022153,FR,B5
3022154,FR,A3
3022226,FR,A2
3022237,FR,A3
3022242,FR,A2
3022267,FR,A8
3022268,FR,A3
3022287,FR,A3
3022300,FR,B5
3022301,FR,A8
3022302,FR,B5
3022348,FR,B5
3022379,FR,A3
3022380,FR,A8
3022382,FR,A8
3022434,FR,B5
3022435,FR,A3
3022491,FR,A2
3022504,FR,A3
3022530,FR,A8
3022562,FR,A8
3022611,FR,A2
3022613,FR,A8
3022619,FR,A2
3022623,FR,A8
3022659,FR,A8
3022690,FR,B5
3022698,FR,B5
3022726,FR,A2
3022750,FR,A3
3022808,FR,A8
3022815,FR,A8
3022862,FR,A3
3022868,FR,A8
3022911,FR,A3
3022917,FR,A3
3022937,FR,A8
3022940,FR,A8
3022981,FR,A8
3022989,FR,A2
3023004,FR,A3
3023033,FR,B5
3023036,FR,B5
3023044,FR,A8
3023056,FR,A8
3023057,FR,A3
3023061,FR,B5
3023063,FR,A3
3023078,FR,B5
3023129,FR,A3
3023132,FR,A3
3023141,FR,A8
3023171,FR,A8
3023175,FR,A8
3023230,FR,B5
3023239,FR,A3
3023240,FR,A8
3023247,FR,A3
3023249,FR,A3
3023251,FR,B5
3023257,FR,A3
3023260,FR,A3
3023279,FR,B5
3023284,FR,A3
3023291,FR,B5
3023296,FR,A8
3023314,FR,A3
3023315,FR,B5
3023322,FR,A3
3023324,FR,B5
3023332,FR,B5
3023360,FR,A3
3023375,FR,A8
3023389,FR,A8
3023392,FR,A3
3023411,FR,A5
3023466,FR,B5
3023492,FR,B5
3023506,FR,A5
3023511,FR,A2
3023512,FR,B5
3023519,FR,A5
3023542,FR,A3
3023543,FR,A3
3023545,FR,A2
3023551,FR,B5
3023557,FR,B5
3023611,FR,B5
3023637,FR,A3
3023641,FR,A3
3023644,FR,A8
3023645,FR,A8
3023657,FR,A3
3023661,FR,A2
3023697,FR,B5
3023725,FR,A8
3023762,FR,A3
3023763,FR,A8
3023773,FR,A5
3023777,FR,A2
3023812,FR,A3
3023827,FR,B5
3023839,FR,B5
3023874,FR,B5
3023880,FR,B5
3023891,FR,B5
3023902,FR,A3
3023907,FR,B5
3023924,FR,A8
3023948,FR,A8
3023960,FR,A8
3023964,FR,A3
3023975,FR,A3
3024002,FR,A3
3024003,FR,B5
3024011,FR,A2
3024035,FR,A2
3024038,FR,A5
3024070,FR,A8
3024083,FR,B5
3024087,FR,B5
3024088,FR,B5
3024089,FR,A8
3024101,FR,A2
3024107,FR,A8
3024112,FR,A2
3024124,FR,A3
3024126,FR,B5
3024135,FR,A2
3024137,FR,A2
3024146,FR,A3
3024147,FR,A2
3024195,FR,A8
3024206,FR,A3
3024210,FR,A2
3024266,FR,A8
3024315,FR,A2
3024328,FR,A8
3024393,FR,A3
3024406,FR,A8
3024424,FR,A5
3024447,FR,B5
3024456,FR,A2
3024480,FR,A8
3024529,FR,A2
3024538,FR,A3
3024543,FR,A3
3024572,FR,A2
3024573,FR,A2
3024578,FR,B5
3024580,FR,B5
3024596,FR,A8
3024597,FR,A8
3024601,FR,A3
3024616,FR,A3
3024660,FR,A3
3024672,FR,A3
3024681,FR,A2
3024682,FR,A2
3024685,FR,B5
3024691,FR,A2
3024692,FR,A2
3024693,FR,A2
3024701,FR,A8
3024702,FR,A2
3024783,FR,A8
3024812,FR,A8
3024843,FR,A3
3024858,FR,A8
3024916,FR,A3
3024926,FR,A2
3024937,FR,A3
3024957,FR,A3
3024996,FR,A3
3025000,FR,A3
3025006,FR,A3
3025053,FR,B5
3025055,FR,A8
3025057,FR,A8
3025065,FR,A8
3025087,FR,A3
3025088,FR,A3
3025093,FR,A3
3025132,FR,A3
3025144,FR,A8
3025152,FR,A3
3025201,FR,A5
3025270,FR,A8
3025275,FR,A8
3025294,FR,A8
3025314,FR,A8
3025315,FR,A3
3025316,FR,A3
3025344,FR,A3
3025358,FR,A3
3025379,FR,A2
3025397,FR,A8
3025428,FR,A2
3025429,FR,B5
3025430,FR,B5
3025431,FR,B5
3025443,FR,A3
3025447,FR,B5
3025484,FR,A8
3025499,FR,A8
3025501,FR,A3
3025504,FR,A8
3025509,FR,A8
3025602,FR,B5
3025607,FR,A3
3025612,FR,B5
3025613,FR,A3
3025616,FR,A2
3025621,FR,A8
3025622,FR,A8
3025627,FR,B5
3025635,FR,A3
3025641,FR,B5
3025642,FR,B5
3025650,FR,A3
3025663,FR,B5
3025678,FR,A3
3025712,FR,A3
3025715,FR,A8
3025729,FR,A3
3025732,FR,A8
3025736,FR,A3
3025771,FR,B5
3025772,FR,B5
3025773,FR,B5
3025774,FR,A2
3025810,FR,A2
3025826,FR,B5
3025832,FR,A8
3025876,FR,A3
3025882,FR,A8
3025910,FR,A8
3025949,FR,B5
3025955,FR,A8
3025958,FR,A3
3025976,FR,A3
3026005,FR,B5
3026019,FR,A3
3026022,FR,A8
3026033,FR,A8
3026047,FR,A2
3026052,FR,A3
3026053,FR,A3
3026054,FR,B5
3026056,FR,A3
3026064,FR,A3
3026070,FR,A2
3026076,FR,A3
3026083,FR,A8
3026096,FR,A8
3026107,FR,A8
3026108,FR,A8
3026160,FR,A2
3026169,FR,B5
3026171,FR,B5
3026185,FR,A3
3026204,FR,A3
3026208,FR,A3
3026210,FR,A3
3026221,FR,B5
3026222,FR,A3
3026223,FR,A3
3026231,FR,A3
3026234,FR,A2
3026237,FR,A2
3026250,FR,B5
3026258,FR,A3
3026262,FR,A2
3026268,FR,A8
3026273,FR,B5
3026275,FR,A2
3026281,FR,A8
3026285,FR,A3
3026286,FR,B5
3026291,FR,B5
3026303,FR,B5
3026306,FR,A2
3026309,FR,A8
3026366,FR,A3
3026393,FR,A3
3026438,FR,A2
3026441,FR,B5
3026460,FR,A8
3026464,FR,A8
3026465,FR,A2
3026467,FR,A3
3026472,FR,A3
3026474,FR,A8
3026501,FR,A3
3026508,FR,A3
3026520,FR,A8
3026528,FR,A3
3026554,FR,A3
3026630,FR,A3
3026637,FR,A8
3026641,FR,A3
3026701,FR,A3
3026767,FR,A3
3026807,FR,A3
3026808,FR,B5
3026823,FR,B5
3026824,FR,A3
3026842,FR,A2
3026844,FR,B5
3026862,FR,A8
3026870,FR,A2
3026897,FR,A3
3026898,FR,A3
3026934,FR,A8
3026940,FR,B5
3026941,FR,B5
3026971,FR,A3
3026976,FR,A3
3027007,FR,B5
3027008,FR,B5
3027014,FR,A8
3027041,FR,A3
3027055,FR,A3
3027067,FR,A8
3027098,FR,A8
3027104,FR,A3
3027105,FR,A8
3027130,FR,B5
3027134,FR,A3
3027141,FR,B5
3027146,FR,B5
3027152,FR,B5
3027158,FR,B5
3027196,FR,A8
3027200,FR,A8
3027242,FR,A8
3027243,FR,A8
3027260,FR,B5
3027328,FR,A8
3027329,FR,A8
3027335,FR,B5
3027343,FR,A3
3027350,FR,A3
3027351,FR,A8
3027365,FR,A3
3027370,FR,A3
3027374,FR,A3
3027446,FR,A8
3027488,FR,B5
3027491,FR,B5
3027499,FR,A8
3027506,FR,A3
3027513,FR,B5
3027515,FR,B5
3027524,FR,A8
3027531,FR,A3
3027556,FR,A8
3027557,FR,A8
3027586,FR,B5
3027593,FR,A8
3027598,FR,A3
3027607,FR,A3
3027608,FR,A8
3027609,FR,A8
3027625,FR,A3
3027627,FR,B5
3027629,FR,B5
3027632,FR,A3
3027639,FR,B5
3027673,FR,A3
3027767,FR,A2
3027768,FR,A8
3027804,FR,A5
3027836,FR,A8
3027838,FR,A3
3027848,FR,A8
3027852,FR,A8
3027883,FR,A8
3027893,FR,A3
3027898,FR,A3
3027903,FR,A3
3027918,FR,B5
3027923,FR,A3
3027939,FR,A3
3027970,FR,A8
3027977,FR,A3
3027984,FR,A3
3028118,FR,A2
3028169,FR,A5
3028173,FR,A2
3028174,FR,A2
3028198,FR,A2
3028217,FR,A2
3028251,FR,A5
3028368,FR,A5
3028377,FR,A5
3028425,FR,A2
3028428,FR,B5
3028476,FR,A5
3028480,FR,A5
3028520,FR,A8
3028521,FR,A8
3028535,FR,B5
3028554,FR,A2
3028561,FR,A2
3028567,FR,A8
3028575,FR,A2
3028603,FR,A2
3028606,FR,A5
3028608,FR,A2
3028616,FR,A2
3028667,FR,A2
3028773,FR,B5
3028806,FR,A8
3028824,FR,A3
3028851,FR,B5
3028868,FR,A2
3028930,FR,A5
3028954,FR,A2
3028966,FR,B5
3029002,FR,A2
3029006,FR,A2
3029068,FR,A2
3029090,FR,A5
3029126,FR,A2
3029140,FR,A5
3029145,FR,A5
3029155,FR,A2
3029166,FR,A5
3029257,FR,A2
3029276,FR,A8
3029345,FR,A3
3029377,FR,A8
3029381,FR,A8
3029392,FR,A8
3029422,FR,A8
3029522,FR,A8
3029545,FR,A8
3029546,FR,A8
3029556,FR,A8
